InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
932e37d4-1305-4e54-8fee-ba649e7c7206,I had presentation art.,teacher failed me I did everything right.,He allowed me repeat presentation and failed me again.,I believed I did presentation correct and stood up it.,teacher suggested I pursue art school.,teacher agreed discuss it me.,2
f935f831-38bc-4b00-83c6-3891a4dacefc,Leah had hockey game.,All family came cheer her on.,But when she got there she realized they were short handed.,Only handful girls showed up play.,Leah was very happy hear news.,game was canceled.,2
345e1032-0c47-48e6-9968-e04baa479d06,Ava started notice wrinkles eyes.,She bought expensive wrinkle cream.,She applied it night.,month she checked eyes out carefully.,She decided buy more toothpaste.,She was happy see wrinkles were gone.,2
bb5695c6-6c1c-4de6-b56c-6b23077d3df5,Harry shopped lot online and was looking buy new camera.,He researched different cameras online and decided buy one.,He made purchase and camera arrived mail next week.,"When Harry opened package , he found camera was damaged.","Annoyed , he contacted retailer complain damage.",Harry spent evening happily taking pictures.,1
6ab897f0-4f61-40f1-afa6-e9485e44316d,Jasper has been avoiding getting real job months.,He has hated all previous office jobs that he had.,One day he sees job opening local butcher.,He applies successfully job butcher.,Jasper quits job next day.,Jasper enjoys cutting dead animals.,2
1a2bead1-a985-44e6-966c-44c4a77afe37,"gathering all items party , I invited friends.",Most the were excited come over food!,It took about hour but they all arrived time.,the arrived we began eating and enjoying ourselves.,I could n't wait friends leave.,I loved throwing parties.,2
ed448375-accb-4425-b7ed-e5af03f0d477,Tom fond he was no longer happy job.,Tom decided it was time find new job.,Tom looked want ads and put applications.,Tom went job interviews and talked lot people.,He finally received job offer.,Tom was sad leaving miserable job.,1
0a0efb23-8cb3-4481-9ff4-e5c9d47fb914,Linda had been invited British classmate home tea.,She decided bring something show appreciation.,"She found online recipe lemon scones , and she baked them.",scones were tasty and she was proud hand them hostess.,They had great tea party.,Linda classmate wanted her leave.,1
f747b29b-73ff-43c8-b06d-62f56ac0f67c,Ashley got back tax return.,So she decided go mall.,Ashley and roommate drove mall.,They went store store trying things on.,Ashley could n't buy anything she was broke.,They bought lots clothes.,2
5488ad4e-968e-4113-b3f1-23a27e40e52a,Paul graduated high school.,He did not get accepted college.,mom advised him get job.,Paul agreed.,Paul was furious mom.,Paul got job.,2
0aa4d795-2af4-489d-84d2-a3476cfc9019,Harvey roommates teased him being so thin.,They were egotistical football players.,"They challenged Harvey ping pong game , expecting him lose.",But they did not know Harvey was nationally ranked player.,"Harvey choked , and lost match he played.",They all sat mouths open Harvey beat them all.,2
666d1b41-7e20-41cc-b6a7-5bc3eb9ed7b7,I think yesterday was when I realized I should n't be mathematician.,"I was grocery store , restocking next week.","I had bought around twenty items , and thought I was budget.","When I went check out , I was ten dollars over!",I then realized I was not good math.,Then I knew I was great math!,1
08f3861d-5511-4f65-9611-0c67ec71561c,family red car broke down last year.,family needed 2 door car that had good gas mileage.,We visited few people who were selling cars.,parents searched multiple dealerships.,They bought red car.,parents bought matching mopeds.,1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c,Gina phone died they drove highway.,"She plugged it front seat , but she was backseat.",She was bored phone so she tried reach it.,She was end and it was too far.,She acted brat and threw tantrum.,Gina does n't care electronics.,1
e7be4ea9-4bb9-4141-90d5-351d6377c9fc,I was just sitting porch enjoying day.,"When blue , loud bang disturbed peace.",I jumped up surprise.,door had slammed open.,I realized I needed noise sleep.,I realized it had only been wind.,2
8e5c1dce-bed9-4754-9565-89b1d10b1aec,Gina local library had books dolphins.,She needed find library.,closest one was downtown.,mother refused take her.,Gina and mother went immediately.,Gina decided walk instead.,2
9a37e0a5-a537-4af1-ab7d-c39c440ee8d6,Alan got gun 18th birthday.,dad took him range practice shooting.,Alan was terrible shot!,But he persevered and practiced lot.,He then went sleep.,He now loves go hunting.,2
0e499832-cc4e-459d-a066-de6e73aa77f9,"Jay was finishing up lunch McDonald , throwing away trash.","As soon he threw it away , he realized there was promo happening.",There were game pieces fry box so he fished it out.,He peeled off game piece and could n't believe it.,Jay thought Burger King was awesome.,He 'd dug trash nothing.,2
1b99f1e5-e8e4-4ae9-b05b-e5c8324e8768,There once was man named John.,He worked factory.,factory fired him poor work.,"result , he had find other work.",John was troubled worker.,John was outstanding worker.,1
9a6318d7-6a3e-4745-bba9-b3754190352a,Kim saw mother unloading shopping cart parking lot.,mother little toddler was sitting cart child seat.,"Suddenly , mother was turned , cart started rolling away!","Kim , realizing child was great danger , lunged cart.",KIm breathlessly saved child.,Kim saved cart but let child go.,1
66c79a45-25be-4066-9d36-016637bd57c5,Kev dad asked take him hunting.,Kev said he 'd consider it.,Then he decided he did n't like hunting.,He thought it was cruelty animals.,Kev was excited try out new gun.,Kev decided not come hunting.,2
598c2da4-91cb-4adb-8d09-0de672cdebe8,When Emily was young she got go first concert.,She was nervous all people concert.,Emily was very excited see favorite artist stage.,concert ticket was gift Emily birthday.,Emily decided she did n't want concert ticket.,This was best birthday gift Emily had ever had.,2
d46e5bd9-8a43-4670-b8c7-fe56f59cceae,Lina wanted fry donuts.,She got application donut shop.,"delight , she had been hired!",She started go work frying donuts.,Lina hated donuts.,Lina loved new job.,2
5183072a-7b29-4a2e-80bb-120f3fcd8bda,class went Everglades field trip.,We did sightseeing several forests.,We also got opportunity travel water.,bus ride home was long and boring.,I was invigorated when I got home.,I was tired when I got home.,2
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac,group workers Mechanical Turk joined forum.,They formed clique and demanded more and more power.,"Andy , forum owner , had enough , and told them as much.",They haughtily stomped off make forum only themselves.,new forum was theirs rule.,They returned forum later they liked it so much.,1
f2d60888-a0aa-4da4-b744-57ac10ae6dc2,"Donna toddler son , Ty , did n't like having nails clipped.",child nails had grown longer she was comfortable.,Donna decided wait he was asleep.,"Ty was napping , Donna quietly clipped nail.",Donna had much easier time Ty was asleep.,Donna wished I would wake up.,1
52255569-a048-4098-b40a-a9a96bbc754f,Gina did n't want sit desk old friends.,She could feel tension them.,She decided ask go library.,teacher agreed allow her go hour.,Gina was angry she went library.,Gina felt more calm she arrived library.,2
8585d876-38ad-4846-a5b1-3b8fbd3d8f72,Vivienne wanted move France America.,Part immigration process was interview intentions.,Vivienne did not have goals or career aspirations.,interview did not go well.,Vivienne soon received visa mail.,Vivienne was not granted visa.,2
a7dcd6a0-c9a3-4aa0-b2ed-3e80a03b2dc7,Frank filled up dozens water balloons throw sister.,Little did he know she was ready him.,"When he started attack , she pulled out huge water gun.",It was much more effective balloons.,Frank enrolled marine biology class.,Frank bought water gun next day.,2
dfeaef6d-d6be-4894-983a-e9484dc3b424,Matt was out walk mom.,Suddenly he saw something shiny ground.,He bent pick it up.,It was gold ring!,Matt was excited be so lucky.,Matt was frustrated what he found.,1
1658b490-24a4-4f83-a42b-e6c679d0c2c2,Gina dad pulled 24 hour Walgreen parking lot.,It was nearly 4 AM but everyone went inside.,They needed toothbrushes they went grandma house.,It was Gina job pack them they left.,Gina family was glad toothbrushes were n't packed.,Gina felt guilty forgetting everyone toothbrushes.,2
796ab4ea-12d3-489a-b7e8-fce2b430107c,John was excited have job interview.,He went interview very prepared and nicely dressed.,interview he was very talkative and likable.,manager company was really impressed John comments.,John commented how badly run he thought place was.,manager decided offer John job.,2
09609ed5-1852-4e76-af8d-f08de3742d15,Ben wanted glass orange juice.,There was none house.,"However , there was bag oranges.",He halved few them and got out juicer.,Ben made freshly squeezed orange juice oranges.,Ben sipped apple juice contently.,1
fa694d55-2291-467e-837e-cee613230e8c,Reg was hoping snow day.,There was bad storm overnight.,He got wish and school was canceled!,He spent whole day playing snow making snowmen.,Reg hoped it would never snow again.,Reg hoped he would get snow day soon.,2
37c168f2-e2cc-4117-879a-abcce85af37f,Caroline never drinks carbonated beverages.,friends pick her it.,One day they challenged her drink soda.,Caroline wanted win challenge.,Caroline refused open soda.,Caroline opened soda and drank it all one gulp!,2
fb9f8eff-5f05-4cd8-bb99-3ca886845607,Tom and Cindy were eating marshmallows.,But Tom began get tired it.,Cindy suggested roasting marshmallows.,And Tom agreed suggestion.,Tom got up and went swim.,Tom enjoyed roasted marshmallows.,2
f8a23340-dc5f-48d5-82d3-8ab59a6d5042,man deli wrapped sandwich customer.,He took out brown bag and set it counter.,deli man took sandwich and tossed it bag.,bag fell over when sandwich hit it.,man deli said sandwich would cost more now.,man deli apologized.,2
b0c7b950-cea5-460f-b573-a55e692120bc,Bob was grocery store.,"check out , he realized he forgot credit card.",woman him offered buy groceries.,Bob was so appreciative.,He promised pay her back.,Bob ran away terror.,1
5df5e38b-ea80-4122-b43e-1cf116a83e6a,John bought new gun.,He loved all safety features.,He was showing it off friend.,It accidentally went off.,John did not have gun.,John was surprised.,2
ba6d9c84-d0d1-4806-964d-2573c08e67c5,Neil was visiting city Luxor.,He took tour learn Egyptian history.,They learned lot facts.,Then they had picnic lunch banks Nile.,Neil was not interested Egyptian history.,Neil had amazing educational and cultural experience.,2
98826835-a7e8-4441-b37c-36f2179d7651,John was n't adventurous trying new food.,mom always made him try 2 bites something new.,"he did n't like it , he did n't have eat more.",One day she gave him slimy looking food called papaya.,John knew papaya farm needed new capital investment.,"John ate , but told mom he never wanted eat it again.",2
cc2f14bc-8e8d-4c36-9a14-a7e9e89ac52e,I have favorite pair socks.,Last week I was doing laundry.,One two was lost.,I looked everywhere and could n't find it.,socks were accounted.,Eventually it turned up.,2
bb4840dc-d637-4183-809a-567bb67e9935,Alex ran town get friends house.,He did n't know shoe was untied.,He had ran three block when it happened.,He tripped shoelace his.,Alex next ran seat school board.,Alex resolved always check shoelaces leaving.,2
60642271-04f8-4129-af92-c0c6bbb206e3,Nina wanted skateboard.,But she knew other girls teach her!,So she bought own skateboard.,"She began skate own , slowly.",long Nina was best basketball player state.,time she became really good.,2
08e30459-3e8f-43f0-ac30-a4f367168e45,Sal liked magic.,He always tried pulled tricks family.,He tried pull rabbit hat day.,But hat ripped and rabbit fell through.,people watching him congratulated him.,And thus Sal gave up magic.,2
59ff9775-7ab2-4aed-8a7c-1c07f9c54755,Lisa wanted make cake.,First she had decide kind cake she wanted bake.,she had go buy ingredients.,She decided make chocolate cake.,Lisa loved bake.,Lisa hated baking.,1
