InputStoryid,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
2f14cad7-8f3a-4a54-b7d8-206c515b780f,Matt became a vegetarian after he left the hospital.,He stayed heart attack free for the rest of his life.,Matt celebrated leaving the hospital with a large steak.,1
f9079515-f56d-4090-8b26-0e9d93dcb731,They are completely opposite.,The cats made a mess out of the house!,"Both dogs enjoyed playing together, anyway.",2
98181079-1081-48ba-bb83-031bb0046b92,It was really scarey!,I had a hard time falling asleep that night.,Overall I was dissatisfied with the night.,1
c21420d2-5652-4f20-9e1a-9f86a551e4f2,They decided to adopt Louie too.,"Louie walked across the sandy beach, lonely.",The dogs seemed happy to stay together.,2
3c771b38-ee3a-444c-9fc1-36748ff391bc,Then she began running every day on her treadmill.,She started losing weight.,She gained 50 pounds.,1
826d3ed1-77eb-401a-a8c3-2770c0523481,Then I put it back in the cleaner for a bit.,I decided to throw the ring away.,It came out sparkling.,2
86b42126-6fee-4bb2-94f0-5c8cecd375aa,They chipped in and got Gina a gift.,Gina stopped volunteering because she felt unappreciated.,Gina was so touched she cried when they gave it to her.,2
ebd6c1df-2371-491f-b813-65451f92049f,Susan planned a fancy dinner with candles to tell Tom the good news.,Tom was happy to have a kid.,She never told Tom.,1
741833b1-bdf1-4be4-ba01-2a8ca81ae7be,In the next car a child was showing his mouth of chewed food.,Gina continued to stare.,Gina was disgusted.,2
f2bc4f2e-e7c2-4bea-8fa4-6dd9e0b37474,His friends came over.,Greg was more bored than ever.,They played ball for the rest of the afternoon.,2
1a61f7f6-0945-4905-aef9-adb2808c22a0,Pamela returned the urn.,Pamela received a full refund and a free urn for her troubles.,Pamela was happy about her purchase.,1
fe12762c-51e5-4bcc-8a08-667ce3304f69,When she got to the final office she noticed a huge mess.,Jane was happy she had to stay and clean the office.,Jane was disappointed she had to stay and clean the office.,2
71286e60-5403-401d-98a0-9b0eff4cfa8a,"After posting her video, Kate got a overwhelming response.",Kate was disappointed.,Kate was pleased!,2
bb63a874-2cf1-4ffc-8f75-b403c0b26be5,It smelled awful and was very dirty.,We will never rent from that car company again.,We look forward to renting from that same car company again.,1
432c8932-ec99-42bc-82ba-87d4f10ef17f,"To his surprise, it tastes just as good as the ones he buys outside.",Frank will save about $25 a week making coffee himself.,Frank switched to tea and donated the coffee maker.,1
64e261dc-6458-4a23-a62d-8e5b5793997f,i had to get them all pulled.,I should have listened to my mom.,I have never been happier with my dental health.,1
55a45ad5-0544-401d-b142-c3344975246e,"Throughout the day, John counted 34 birds that visited.",John was happy the birds were enjoying the bird bath.,John didn't like birds.,1
befe024d-d480-42dd-9710-7eb1bdb7ff8a,He couldn't hear me and drove off.,I had to call to find out what was going on.,I was happy with his service.,1
2fcb96c1-3717-46ed-aa94-165151fee791,We have played this game before!,Dad and I love popcorn.,Dad and I hate popcorn.,1
aa94f624-fe3c-45c4-96b8-6cf486bd4302,Then she added an exercise regimen.,Lou was finally able to lose weight.,Lou decided she had lost enough weight.,1
ecd16644-592d-470b-bbb1-389e82c32493,It was a dried gooey mess by the time she began cleaning it.,Gina licked her plate clean.,Gina finally got it all cleaned after a couple of hours.,2
6f96532b-9bc0-44d0-84fd-6bb7b99d69be,"On the way home, Betsy misplaced the necklace in the car.",Betsy felt really bad for the rest of the night.,Betsy wore the monogrammed necklace when she turned 14.,1
da5ec41e-4fd5-4a1c-b2ad-67fd6c8b1165,Tonight is the big night.,"When the time comes for her to sing, Joy faints.",Joy's juggling act delights all.,1
200f7c71-d985-46ca-ae40-4f2d1e34802e,She then had the hair made into a wig.,She threw the wig into the trash.,She gave the wig to her sister.,2
217a2486-e392-414e-ba52-3bb13ef79793,I went down in the basement and found it behind the wall.,I really enjoyed having my party with friends.,I was able to catch the snake and get it out of my house.,2
b9efb3c3-2239-4d6e-8a6d-2092fafe7012,The room didn't feel so frightening anymore.,She had the worst nightmare of her life.,She fell soundly asleep.,2
8f38419d-c80d-40b0-8770-3a8a86e4a5ad,She was now able to participate in psychology experiments at home.,Jane decided not to participate in psychology experiments anymore.,Jane was finally able to earn extra money.,2
f1076e8c-eb8f-4b71-84b4-3c433b7235a7,He couldn't believe it when more than half his numbers were called.,"Finally, all of his number were read and Jay had won.",He decided to stop watching and threw his ticket away.,1
e8f3dea0-6304-43cd-9d76-5314cf2ab190,"When he got there, the waiter told him they were out of steak.",He had to have grilled chicken instead.,He was very happy with the items on the menu.,1
8deede16-2f24-4579-970b-047ad9d23141,"James plays very well, but eventually loses the game.",James was worried because he beat his boss at ping pong.,"So, James bought a ping pong table to practice at home.",2
b8b93e71-5a93-4092-931d-6271bbafa1f7,Someone there told her about Netflix Instant Streaming.,She decided to watch a movie on Netflix instead.,Joyce decided to buy a cookie instead.,1
d16e2710-0a1c-4f4b-8be5-4bf9bd4dfa69,Soon the team is large enough to debate another school.,Lester's team plays against the other school's basketball team.,The other school wins by a huge margin over Lester's team.,2
5cd09381-9d02-456a-bcd4-0d45f9ab0db3,He gave Jessica a pony shaped box on her special day.,Jessica was disappointed because she wanted a real pony.,Jessica loved the puppy she got from her dad.,1
21deb4c0-ef25-44fd-91f4-35b4bed8a75e,He needed to wear a brace for three weeks.,Sal hated the brace.,Sal was glad he decided to jump rope.,1
0c183cc3-d281-442c-ad31-01f93cd9e281,Finally her eggs are boiled perfectly.,Julie makes lunches for her son who is allergic to eggs.,Julie gets busy making lunches using the boiled eggs.,2
fe5a613d-b6ec-4f31-8d2d-007018b092ec,I got to see the zebra play.,I enjoyed visiting the zoo.,But I didn't like zebras.,1
3df1bbda-e17f-4e8a-9008-69be6bff3b84,He won first place as the fastest kid in school.,Everybody complimented him for winning.,Jose was embarrassed that he had lost.,1
49cfda84-e8ff-486d-bf67-cab8f972a748,The dog grew old and could no longer play catch.,Bob was very happy about this.,This made Bob sad.,2
fb466251-500e-428c-a120-a0c6887eb37f,She made flyers with her contact information.,Jennifer decided to save up for a car so she could avoid the bus.,"Jennifer's cat came home the next day, acting very hungry.",2
28531a23-ff54-4d75-a108-c910d32c6147,The pie is delicious and it has whipped cream on the side.,Peter was mad at his friend.,Peter was happy his friend gave him food.,2
23ab455c-ef3c-479f-90a5-4acd8e1ac3c9,His dad has since passed away.,Dan never liked to bowl anyway.,Dan now bowls often to remember his father.,2
ea4c827b-b5f2-44df-8d39-7373cb35f1ae,After he was fully clothed he would eat breakfast.,Billy was very methodical.,Billy was very disorganized.,1
a8869d8c-54a0-48db-b8ea-7fee53e32008,He spent the weekend with his friends watching all his favorite movies,Bob stopped talking to those friends.,Bob had a great time.,2
c2699d68-4f16-44d1-bff6-6a66ec266a46,Mike found a Jeep he fell in love with.,Mike never liked Jeeps.,Mike bought the Jeep.,2
b34dfd2a-4ae5-456c-85a9-7c4ee0b58248,Thankfully he ended up doing well.,Fred came in last place in his karate tournament.,He came in second place.,2
87ed8e67-02f7-46dc-b0e3-82319328557a,Eventually he was making pots half as tall as he was.,He broke all of the pots he made.,He was very proud of his pots.,2
cdc35d15-ea89-4410-bdf0-fadde0243985,Gina's sister walked through the yard and stepped on the glass.,Joe decided to get some ice cream at the store.,Gina's sister had to go to the hospital for stitches.,2
da033578-7efb-43b4-875f-adeefea0fac0,Turns out I would have thousands more in my pocket.,I now play twice as much.,I no longer play the lottery.,2
3b0fdd12-aa51-45ec-9808-79b308ffe722,The man said he was trying to stop people from reading.,The librarian kicked the man out.,The librarian thanked the man.,1
fedc6a43-057c-4684-ad11-200180ade0d3,Her region experienced a drought and watering restrictions happened.,She researched methods of lawn care that took less water.,Quinn's yard flourished under the heavy rains.,1
60e826cc-3f0a-479e-a79e-319935d39b58,The staff was friendly and quick.,Pizza was first made in Italy to represent the colors of the flag.,We'll be going back there often.,2
471e2283-f8c4-4e45-9c87-40c815fa73ac,She told her husband that she would make the appointment tomorrow.,Cheryl made more money turning tricks than at her full-time  job.,Cheryl loved the dog and prayed he would get better.,2
463dd0de-6558-4e40-b5a2-b3a202f6856b,Bob got the tattoo done the next day.,Bob hates tattoos.,Bob's girlfriend really liked his new tattoo.,2
f03ef931-1c90-4b73-8e6b-f3cb9aa702fb,He felt regret.,Dan decided to call his old girlfriend.,Dan was no longer lonely.,1
0b9c5ee5-9ce1-4195-8ed6-01956f15d659,Jane died of cancer.,Shawn missed Jane every day.,Shawn was happy Jane was dead.,1
f6292a35-f8e1-4b62-9592-a1f603bec68d,And now she refused to share the books.,Mary was always trying to make Gina happy.,Gina's mother had to call Mary's mom to complain.,2
056235a2-84cd-4c99-9652-1e0773797143,"Sometime later, Bob finally threw up the contents of his stomach.",Bob will be careful that he never eats at that restaurant again.,Bob's decision to embezzle from his employer was a mistake.,1
a1ecda1c-7f69-4721-89ae-fb2e6ca9cb2f,I went and won five games.,Tim felt great.,Tim was happy for me.,2
31e16ce0-894b-40c1-a142-261ca16baddf,She felt happy to start a new trend.,Kim was glad people were inspired to imitate her.,Kim asked her friends if they wanted to go to Starbucks.,1
ace23022-c211-41d3-9ec3-c781dff7330a,Everyone was safe even if they were hurt.,The insurance company determined Jay was not at fault.,Jay lost his job as an airplane pilot.,1
d87b0656-9f88-4247-ad95-644c64d38754,"So, he started to worry that he would never find a job.",Ben decided to retire.,But then he did find a job.,2
95ab463d-7d6d-4dff-9454-69d5abadfbf0,It turned out a parent needed to collect the phone.,The teacher gave Gina her phone back.,Gina's father agreed to pick up the phone for her.,2
dd1cbc2d-75fc-4fe7-92b8-cd986d80140a,But I found interacting with the kids to be completely amazing.,I found that playing Santa was not worth my time off.,I found that playing Santa was the best second job ever.,2
474c61d2-2b1f-4d12-9274-a85cea5bfa2b,When his was getting at it's biggest I popped it.,"He was a little mad, but I just laughed.",He never did understand the best way to fry an egg.,1
430d9fb6-7fb0-4cde-9ae5-c81ca4347109,She decided to do a bake sale.,Candice gave the money to her mom.,Candice bought a new purse.,1
33675fd9-8bb1-4739-b677-9939a01c3b43,"After setting out down the trail, we saw a snake!",We were pleasantly surprised!,We were scared!,2
0ea89e83-ca2d-48da-abca-245027c6812c,She gave them flea medicine.,They were completely healed after that.,She took them to the vet to see why they were scratching.,1
313197bd-b309-4eef-9f8c-b0ee6e14fce8,She lost to her opponent.,Cara threw a party to celebrate.,Cara sat alone and cried.,2
8d81ed6f-9c29-468f-85f9-3ffe7a4d58b3,"Lastly, she added her fish.",Ellie ate the fish.,Ellie thought it looked great.,2
411710bb-0274-48b0-8511-62577936f12c,Rase applied and was given the job.,Rase demanded a fair trial.,Rase worked at the planetarium for several years.,2
d6638b4d-72ff-4d36-b37a-065aaf871591,"Finally, he was able to buy the guitar.",Juan was always impatient.,Juan was hardworking and patient.,2
e32919fb-7b84-424c-8825-a9a5ca420958,The two men instructed the driver on proper road safety.,Jim and Tim become good friends.,Then Jim shot Tim.,1
254a99c8-5a3c-4cf7-8bf9-e99f8b613cc9,I read the whole article.,I made the cookies.,I made roasted pork.,1
c44e2be7-e117-4b01-a993-075b19443abe,I ordered a spicy chicken sandwich.,Right then I decided this was my new favorite food.,"As a vegetarian, I refused to eat the chicken sandwich.",1
25561b53-b8fc-44ef-9d22-384325cdcf66,Sal won 5 thousand dollars.,Sal was excited to be an instant millionaire.,Sal decided to keep buying lotto tickets each week.,2
823343e6-6721-4692-ab53-1f2e28cf9d4c,The video was exciting and so he decided to watch another.,Harry decided math would be a great topic for a video game.,Harry finally overcame the distraction and returned to his math.,2
2a3aa25e-bd49-4e8a-bb99-84543964b257,Laney convinced everyone her big stick was in fact a staff.,Everybody had fun playing as their respective characters.,They all had poor imaginations.,1
f1034f3f-94a1-4070-9a70-349ddfe4d123,Bobby was very excited when his mom said it could come inside.,Bobby was overjoyed when his mother said the cat could stay.,Bobby stopped liking cats after that day.,1
0f1277f9-f7eb-4133-a067-8012ec4ce4c4,"He gulped it quickly, and the ice melted.",John was relieved.,John was very upset that the ice melted.,1
3dcdf416-5329-4190-b492-4b83c3c17d5b,They walked to the concert venue.,"Sadly, the concert was canceled due to sickness.",They had a great time at the museum.,1
ff6a9be8-35fd-4371-9337-0a487aa6bcbd,Rex did an awesome cartwheel on his first try!,He was relieved.,Rex did his first ever cartwheel that day.,1
93b3adbb-d8fd-4fec-90a1-2f4818cf878c,Hal followed behind them with a moving van.,Judy and the son arrived shortly before Hal.,Hal turned around and went back to the old house to live alone.,1
4b8f1d1f-9b00-4af4-bd25-ed71e9536b55,Tim was sad.,Joe and Tim stayed friends online.,Joe then punched Tim.,1
627654fb-5f7e-4272-a114-6310d451f193,Gina was surprised her parents let the kids play in the car.,Gina decided to let her niece drive the car off.,Gina told her dad how unsafe it was for her niece.,2
